week_start,store_id,promo_flag,sales_eur
2024-12-08,S7,0,27085.13
2024-12-15,S7,0,25657.24
2024-12-22,S7,0,26736.73
2024-12-29,S7,1,32164.77
2025-01-05,S7,1,29644.7
2025-01-12,S7,1,31901.0
2025-01-19,S7,1,31012.92
2025-01-26,S7,1,29248.06
2025-02-02,S7,0,28201.27
2025-02-09,S7,0,24557.89
2025-02-16,S7,0,27956.13
2025-02-23,S7,1,33781.63
2025-03-02,S7,0,28953.69
2025-03-09,S7,1,30972.76
2025-03-16,S7,1,29510.5
2025-03-23,S7,1,34175.69
2025-03-30,S7,0,33279.71
2025-04-06,S7,0,30041.23
2025-04-13,S7,1,32738.2
2023-01-01,S8,1,32544.84
2023-01-08,S8,0,33333.2
2023-01-15,S8,1,30871.16
2023-01-22,S8,1,32787.88
2023-01-29,S8,1,33944.93
2023-02-05,S8,0,31217.84
2023-02-12,S8,0,32088.86
2023-02-19,S8,1,33051.01
2023-02-26,S8,1,35696.6
2023-03-05,S8,0,31820.59
2023-03-12,S8,0,30251.56
2023-03-19,S8,1,34919.16
2023-03-26,S8,1,35137.96
2023-04-02,S8,0,32338.58
2023-04-09,S8,1,35679.58
2023-04-16,S8,0,31131.85
2023-04-23,S8,1,32842.5
2023-04-30,S8,1,33105.32
2023-05-07,S8,1,32392.7
2023-05-14,S8,0,28374.22
2023-05-21,S8,1,29970.06
2023-05-28,S8,0,28773.97
2023-06-04,S8,0,27324.62
2023-06-11,S8,1,30961.35
2023-06-18,S8,0,28883.98
2023-06-25,S8,0,29228.79
2023-07-02,S8,1,30314.39
2023-07-09,S8,1,31679.05
2023-07-16,S8,1,29655.95
2023-07-23,S8,0,29637.32
2023-07-30,S8,1,31812.44
2023-08-06,S8,1,32419.27
2023-08-13,S8,1,33232.06
2023-08-20,S8,1,32004.97
2023-08-27,S8,1,32252.31
2023-09-03,S8,0,29031.68
2023-09-10,S8,1,32819.85
2023-09-17,S8,1,32127.83
2023-09-24,S8,0,27548.53
2023-10-01,S8,1,32445.84
2023-10-08,S8,1,32637.14
2023-10-15,S8,0,30515.56
2023-10-22,S8,0,31645.7
2023-10-29,S8,0,30269.47
2023-11-05,S8,0,32836.25
2023-11-12,S8,1,33655.82
2023-11-19,S8,0,33026.32
2023-11-26,S8,1,36409.97
2023-12-03,S8,1,39668.57
2023-12-10,S8,0,33312.78
2023-12-17,S8,0,30288.66
2023-12-24,S8,1,34279.35
2023-12-31,S8,1,36767.37
2024-01-07,S8,1,36160.58
2024-01-14,S8,0,28768.71
2024-01-21,S8,0,31069.21
2024-01-28,S8,1,30779.39
2024-02-04,S8,0,30036.4
2024-02-11,S8,1,33703.95
2024-02-18,S8,0,29779.1
2024-02-25,S8,0,27262.94
2024-03-03,S8,1,31319.13
2024-03-10,S8,1,28245.67
2024-03-17,S8,1,32179.53
2024-03-24,S8,1,32243.92
2024-03-31,S8,0,29516.75
2024-04-07,S8,0,28713.45
2024-04-14,S8,1,29865.43
2024-04-21,S8,0,28125.93
2024-04-28,S8,0,27370.75
2024-05-05,S8,0,31224.69
2024-05-12,S8,1,29200.92
2024-05-19,S8,0,27262.6
2024-05-26,S8,0,30412.06
2024-06-02,S8,1,32935.11
2024-06-09,S8,0,28277.98
2024-06-16,S8,1,34419.09
2024-06-23,S8,0,33011.76
2024-06-30,S8,0,29322.16
2024-07-07,S8,0,31466.14
2024-07-14,S8,0,31369.5
2024-07-21,S8,0,33628.29
2024-07-28,S8,1,34547.52
2024-08-04,S8,1,35665.7
2024-08-11,S8,0,30659.59
2024-08-18,S8,1,33612.81
2024-08-25,S8,1,36576.93
2024-09-01,S8,1,36965.97
2024-09-08,S8,0,31756.01
2024-09-15,S8,0,30895.77
2024-09-22,S8,0,32198.14
2024-09-29,S8,1,32384.77
2024-10-06,S8,0,31297.71
2024-10-13,S8,0,29974.98
2024-10-20,S8,0,31519.33
2024-10-27,S8,0,30716.43
2024-11-03,S8,0,26354.85
2024-11-10,S8,1,32322.49
2024-11-17,S8,0,26367.29
2024-11-24,S8,1,30422.05
2024-12-01,S8,1,31223.61
2024-12-08,S8,0,30464.89
2024-12-15,S8,1,29683.73
2024-12-22,S8,1,31630.35
2024-12-29,S8,1,31412.38
2025-01-05,S8,1,31475.18
2025-01-12,S8,0,30507.91
2025-01-19,S8,0,29781.41
2025-01-26,S8,1,32519.57
2025-02-02,S8,0,29904.45
2025-02-09,S8,0,30537.9
2025-02-16,S8,0,29425.11
2025-02-23,S8,0,29646.08
2025-03-02,S8,0,26768.15
2025-03-09,S8,0,29125.34
2025-03-16,S8,1,31671.93
2025-03-23,S8,1,34514.53
2025-03-30,S8,0,30994.29
2025-04-06,S8,1,34730.56
2025-04-13,S8,0,32980.31
2023-01-01,S9,1,32970.02
2023-01-08,S9,0,31611.16
2023-01-15,S9,1,33545.3
2023-01-22,S9,0,30292.18
2023-01-29,S9,1,33461.56
2023-02-05,S9,1,34664.06
2023-02-12,S9,1,34174.32
2023-02-19,S9,1,35253.72
2023-02-26,S9,1,34096.12
2023-03-05,S9,0,34694.27
2023-03-12,S9,0,34640.93
2023-03-19,S9,0,33034.04
2023-03-26,S9,0,31697.41
2023-04-02,S9,0,30696.52
2023-04-09,S9,1,35769.48
2023-04-16,S9,1,34154.54
2023-04-23,S9,0,32974.03
2023-04-30,S9,1,33109.13
2023-05-07,S9,0,31748.22
2023-05-14,S9,0,31764.86
2023-05-21,S9,0,28593.25
2023-05-28,S9,0,29844.74
2023-06-04,S9,1,33693.7
2023-06-11,S9,0,26823.73
2023-06-18,S9,1,30067.75
2023-06-25,S9,0,27866.49
2023-07-02,S9,1,28985.33
2023-07-09,S9,1,28593.91
2023-07-16,S9,0,28410.32
2023-07-23,S9,1,31923.01
2023-07-30,S9,1,32822.94
2023-08-06,S9,0,25535.48
2023-08-13,S9,0,27882.46
2023-08-20,S9,1,32663.43
2023-08-27,S9,0,28828.3
2023-09-03,S9,1,32462.01
2023-09-10,S9,0,27040.55
2023-09-17,S9,1,32790.88
2023-09-24,S9,0,30835.76
2023-10-01,S9,1,34573.33
2023-10-08,S9,0,29923.02
2023-10-15,S9,1,35413.73
2023-10-22,S9,0,28826.37
2023-10-29,S9,1,35441.69
2023-11-05,S9,0,31324.17
2023-11-12,S9,0,30037.1
2023-11-19,S9,0,30143.02
2023-11-26,S9,0,31709.31
2023-12-03,S9,0,33029.29
2023-12-10,S9,1,33940.34
2023-12-17,S9,0,31900.23
2023-12-24,S9,1,36083.82
2023-12-31,S9,0,29091.15
2024-01-07,S9,0,31565.4
2024-01-14,S9,1,35329.72
2024-01-21,S9,1,32079.96
2024-01-28,S9,1,32275.99
2024-02-04,S9,0,29712.66
2024-02-11,S9,0,30223.74
2024-02-18,S9,0,29174.05
2024-02-25,S9,0,29980.9
2024-03-03,S9,1,31546.46
2024-03-10,S9,0,27338.42
2024-03-17,S9,1,28814.46
2024-03-24,S9,1,33028.4
2024-03-31,S9,1,31244.94
2024-04-07,S9,1,29671.76
2024-04-14,S9,0,30643.12
2024-04-21,S9,0,27002.17
2024-04-28,S9,1,32081.41
2024-05-05,S9,1,33322.87
2024-05-12,S9,0,29575.29
2024-05-19,S9,1,32741.29
2024-05-26,S9,1,31957.29
2024-06-02,S9,1,32305.28
2024-06-09,S9,1,31381.77
2024-06-16,S9,0,31387.69
2024-06-23,S9,0,32720.08
2024-06-30,S9,1,35204.46
2024-07-07,S9,1,33661.32
2024-07-14,S9,0,32075.68
2024-07-21,S9,1,34005.12
2024-07-28,S9,0,30168.16
2024-08-04,S9,0,30563.22
2024-08-11,S9,0,33288.51
2024-08-18,S9,1,33497.91
2024-08-25,S9,1,34139.8
2024-09-01,S9,0,31871.81
2024-09-08,S9,1,35914.62
2024-09-15,S9,0,32705.69
2024-09-22,S9,1,33222.02
2024-09-29,S9,1,32528.95
2024-10-06,S9,0,30327.37
2024-10-13,S9,0,26858.37
2024-10-20,S9,1,32242.98
2024-10-27,S9,0,30902.82
2024-11-03,S9,1,31500.41
2024-11-10,S9,1,32976.63
2024-11-17,S9,0,27653.65
2024-11-24,S9,0,27814.16
2024-12-01,S9,0,26704.38
2024-12-08,S9,0,27058.71
2024-12-15,S9,1,29636.4
2024-12-22,S9,0,27219.64
2024-12-29,S9,0,28236.91
2025-01-05,S9,1,31664.58
2025-01-12,S9,1,31144.4
2025-01-19,S9,1,28965.41
2025-01-26,S9,1,30864.33
2025-02-02,S9,0,28110.25
2025-02-09,S9,1,34128.38
2025-02-16,S9,1,33510.45
2025-02-23,S9,0,30631.13
2025-03-02,S9,0,30905.27
2025-03-09,S9,1,34550.32
2025-03-16,S9,1,33360.35
2025-03-23,S9,1,34590.32
2025-03-30,S9,1,34513.79
2025-04-06,S9,0,31379.43
2025-04-13,S9,1,33563.83
2023-01-01,S10,1,27170.49
2023-01-08,S10,0,24788.32
2023-01-15,S10,1,26233.78
2023-01-22,S10,1,24564.75
2023-01-29,S10,1,26339.24
2023-02-05,S10,0,25600.03
2023-02-12,S10,1,29507.29
2023-02-19,S10,1,26953.68
2023-02-26,S10,0,28370.12
2023-03-05,S10,1,31487.28
2023-03-12,S10,1,29417.87
2023-03-19,S10,0,24344.63
2023-03-26,S10,1,28502.38
2023-04-02,S10,0,26416.93
2023-04-09,S10,1,28107.59
2023-04-16,S10,0,25363.98
2023-04-23,S10,0,25575.95
2023-04-30,S10,1,26658.83
2023-05-07,S10,1,29640.24
2023-05-14,S10,1,30604.56
2023-05-21,S10,1,24553.7
2023-05-28,S10,1,25059.46
2023-06-04,S10,0,24929.94
2023-06-11,S10,1,23825.73
2023-06-18,S10,1,25701.11
2023-06-25,S10,1,26508.18
2023-07-02,S10,1,22717.07
2023-07-09,S10,1,25897.56
2023-07-16,S10,1,24799.02
2023-07-23,S10,1,25543.29
2023-07-30,S10,0,20734.31
2023-08-06,S10,1,26663.3
2023-08-13,S10,0,23029.71
2023-08-20,S10,0,24762.91
2023-08-27,S10,0,21936.38
2023-09-03,S10,0,23288.05
2023-09-10,S10,0,24536.69
2023-09-17,S10,0,23407.21
2023-09-24,S10,1,27119.73
2023-10-01,S10,1,27606.57
2023-10-08,S10,1,28258.83
2023-10-15,S10,0,25658.17
2023-10-22,S10,0,24952.46
2023-10-29,S10,0,24392.4
2023-11-05,S10,1,28156.13
2023-11-12,S10,1,31331.55
2023-11-19,S10,1,29835.09
2023-11-26,S10,1,29488.09
2023-12-03,S10,0,24007.85
2023-12-10,S10,0,25499.58
2023-12-17,S10,1,29039.59
2023-12-24,S10,1,29222.1
2023-12-31,S10,1,27257.69
2024-01-07,S10,0,24011.33
2024-01-14,S10,0,25901.53
2024-01-21,S10,1,26845.17
2024-01-28,S10,1,26949.38
2024-02-04,S10,0,23817.88
2024-02-11,S10,0,27244.23
2024-02-18,S10,0,23410.89
2024-02-25,S10,1,23303.06
2024-03-03,S10,0,21842.11
2024-03-10,S10,1,25947.06
2024-03-17,S10,0,15577.76
2024-03-24,S10,1,27905.27
2024-03-31,S10,0,18953.22
2024-04-07,S10,1,20762.91
2024-04-14,S10,0,23357.02
2024-04-21,S10,0,18508.86
2024-04-28,S10,1,25839.12
2024-05-05,S10,0,22900.36
2024-05-12,S10,0,23459.8
2024-05-19,S10,1,23055.59
2024-05-26,S10,1,27180.32
2024-06-02,S10,0,25153.32
2024-06-09,S10,1,23806.36
2024-06-16,S10,0,22852.12
2024-06-23,S10,1,25058.96
2024-06-30,S10,1,28351.28
2024-07-07,S10,1,25905.21
2024-07-14,S10,1,29210.38
2024-07-21,S10,0,24706.15
2024-07-28,S10,0,22778.8
2024-08-04,S10,0,25330.82
2024-08-11,S10,0,26155.16
2024-08-18,S10,1,29488.26
2024-08-25,S10,1,28485.95
2024-09-01,S10,1,29219.9
2024-09-08,S10,1,28503.69
2024-09-15,S10,1,28931.82
2024-09-22,S10,1,27251.26
2024-09-29,S10,1,28735.63
2024-10-06,S10,1,28231.9
2024-10-13,S10,1,27376.14
2024-10-20,S10,1,26511.17
2024-10-27,S10,1,25908.55
2024-11-03,S10,1,26919.36
2024-11-10,S10,1,26382.57
2024-11-17,S10,0,21952.84
2024-11-24,S10,0,25340.32
2024-12-01,S10,0,20971.26
2024-12-08,S10,0,20625.44
2024-12-15,S10,0,24296.97
2024-12-22,S10,1,26989.97
2024-12-29,S10,0,20579.66
2025-01-05,S10,0,24686.47
2025-01-12,S10,0,21665.88
2025-01-19,S10,1,27376.46
2025-01-26,S10,1,28720.5
2025-02-02,S10,0,23031.83
2025-02-09,S10,1,25015.91
2025-02-16,S10,1,23465.36
2025-02-23,S10,1,28273.97
2025-03-02,S10,1,27786.63
2025-03-09,S10,0,22728.17
2025-03-16,S10,0,24884.77
2025-03-23,S10,1,28497.15
2025-03-30,S10,1,28382.0
2025-04-06,S10,1,29679.94
2025-04-13,S10,1,23888.15
2023-01-01,S11,1,26444.19
2023-01-08,S11,1,28676.49
2023-01-15,S11,1,28667.27
2023-01-22,S11,0,28220.16
2023-01-29,S11,1,30171.94
2023-02-05,S11,1,31383.01
2023-02-12,S11,1,35159.49
2023-02-19,S11,0,27772.66
2023-02-26,S11,0,25084.92
2023-03-05,S11,1,29886.57
2023-03-12,S11,1,28694.38
2023-03-19,S11,0,24401.88
2023-03-26,S11,0,29581.46
2023-04-02,S11,0,27425.64
2023-04-09,S11,1,27365.19
2023-04-16,S11,0,27582.08
2023-04-23,S11,0,23948.7
2023-04-30,S11,0,28015.35
2023-05-07,S11,0,27687.46
2023-05-14,S11,0,26531.9
2023-05-21,S11,0,26106.7
2023-05-28,S11,0,26307.89
2023-06-04,S11,1,25452.61
2023-06-11,S11,1,26326.98
2023-06-18,S11,0,24775.35
2023-06-25,S11,0,24484.27
2023-07-02,S11,1,28571.46
2023-07-09,S11,0,22443.11
2023-07-16,S11,0,22437.09
2023-07-23,S11,1,26438.99
2023-07-30,S11,1,21675.83
2023-08-06,S11,1,30526.46
2023-08-13,S11,0,23186.54
2023-08-20,S11,1,30186.73
2023-08-27,S11,1,27749.13
2023-09-03,S11,0,24106.41
2023-09-10,S11,1,27990.44
2023-09-17,S11,0,25698.47
2023-09-24,S11,0,26684.71
2023-10-01,S11,1,29055.47
2023-10-08,S11,1,33262.78
2023-10-15,S11,1,30228.49
2023-10-22,S11,1,30276.66
2023-10-29,S11,0,29218.3
2023-11-05,S11,1,30024.27
2023-11-12,S11,1,28276.59
2023-11-19,S11,0,26895.07
2023-11-26,S11,0,27622.42
2023-12-03,S11,0,28489.46
2023-12-10,S11,1,29241.66
2023-12-17,S11,0,29543.46
2023-12-24,S11,0,28993.64
2023-12-31,S11,1,29418.06
2024-01-07,S11,1,31509.27
2024-01-14,S11,1,30119.03
2024-01-21,S11,0,29626.25
2024-01-28,S11,0,24725.97
2024-02-04,S11,1,29172.0
2024-02-11,S11,1,26136.5
2024-02-18,S11,1,28963.74
2024-02-25,S11,1,27152.35
2024-03-03,S11,1,26789.53
2024-03-10,S11,1,26904.62
2024-03-17,S11,0,23103.81
2024-03-24,S11,1,29652.21
2024-03-31,S11,1,27432.75
2024-04-07,S11,1,28031.87
2024-04-14,S11,0,24892.51
2024-04-21,S11,1,27228.58
2024-04-28,S11,0,23552.3
2024-05-05,S11,1,27653.0
2024-05-12,S11,1,26794.5
2024-05-19,S11,0,24852.96
2024-05-26,S11,0,24622.06
2024-06-02,S11,1,29006.38
2024-06-09,S11,0,27022.12
2024-06-16,S11,0,25320.21
2024-06-23,S11,0,25426.29
2024-06-30,S11,0,26860.05
2024-07-07,S11,1,30140.0
2024-07-14,S11,0,26832.26
2024-07-21,S11,0,24346.32
2024-07-28,S11,0,26333.42
2024-08-04,S11,1,30563.16
2024-08-11,S11,0,26814.44
2024-08-18,S11,0,27286.49
2024-08-25,S11,1,31387.99
2024-09-01,S11,1,32735.15
2024-09-08,S11,1,31876.12
2024-09-15,S11,0,29410.52
2024-09-22,S11,1,29952.27
2024-09-29,S11,0,28250.91
2024-10-06,S11,1,30411.46
2024-10-13,S11,0,23937.74
2024-10-20,S11,1,28377.04
2024-10-27,S11,1,29626.1
2024-11-03,S11,0,26836.25
2024-11-10,S11,0,26794.03
2024-11-17,S11,0,26344.27
2024-11-24,S11,1,25727.69
2024-12-01,S11,0,23368.9
2024-12-08,S11,0,24625.85
2024-12-15,S11,1,24310.36
2024-12-22,S11,0,23288.1
2024-12-29,S11,1,27400.84
2025-01-05,S11,1,29782.21
2025-01-12,S11,0,27527.05
2025-01-19,S11,1,27272.78
2025-01-26,S11,0,22285.69
2025-02-02,S11,1,29110.52
2025-02-09,S11,1,26748.98
2025-02-16,S11,0,26943.64
2025-02-23,S11,1,30041.09
2025-03-02,S11,1,28131.02
2025-03-09,S11,1,28916.72
2025-03-16,S11,0,27504.17
2025-03-23,S11,0,27189.22
2025-03-30,S11,1,32880.17
2025-04-06,S11,1,29812.9
2025-04-13,S11,1,31615.01
2023-01-01,S12,0,18742.88
2023-01-08,S12,0,21231.83
2023-01-15,S12,0,19449.05
2023-01-22,S12,1,23942.65
2023-01-29,S12,1,24007.09
2023-02-05,S12,0,21281.85
2023-02-12,S12,1,23310.8
2023-02-19,S12,0,20715.39
2023-02-26,S12,1,26640.72
2023-03-05,S12,0,20755.12
2023-03-12,S12,0,19812.45
2023-03-19,S12,1,25126.11
2023-03-26,S12,0,23375.04
2023-04-02,S12,1,24080.06
2023-04-09,S12,0,20335.54
2023-04-16,S12,0,21108.67
2023-04-23,S12,0,20121.64
2023-04-30,S12,1,22933.13
2023-05-07,S12,1,21960.71
2023-05-14,S12,0,18705.81
2023-05-21,S12,1,25804.38
2023-05-28,S12,0,16611.58
2023-06-04,S12,1,19681.41
2023-06-11,S12,0,17689.01
2023-06-18,S12,0,18492.97
2023-06-25,S12,1,20668.24
2023-07-02,S12,0,16223.54
2023-07-09,S12,0,16798.45
2023-07-16,S12,1,17745.46
2023-07-23,S12,1,18392.34
2023-07-30,S12,0,18348.01
2023-08-06,S12,1,20690.57
2023-08-13,S12,0,14733.56
2023-08-20,S12,1,18483.27
2023-08-27,S12,1,16795.3
2023-09-03,S12,1,23086.98
2023-09-10,S12,1,22825.88
2023-09-17,S12,0,17554.31
2023-09-24,S12,0,24032.19
2023-10-01,S12,0,16140.17
2023-10-08,S12,0,17155.76
2023-10-15,S12,1,23805.48
2023-10-22,S12,0,20628.34
2023-10-29,S12,1,22298.07
2023-11-05,S12,1,21682.15
2023-11-12,S12,0,22858.15
2023-11-19,S12,1,21980.68
2023-11-26,S12,0,23511.68
2023-12-03,S12,0,23959.87
2023-12-10,S12,0,22854.75
2023-12-17,S12,1,23766.8
2023-12-24,S12,0,20898.23
2023-12-31,S12,0,21151.08
2024-01-07,S12,1,23499.26
2024-01-14,S12,0,19868.1
2024-01-21,S12,0,21587.09
2024-01-28,S12,0,18709.84
2024-02-04,S12,0,18122.63
2024-02-11,S12,0,16537.48
2024-02-18,S12,1,20199.57
2024-02-25,S12,0,17721.76
2024-03-03,S12,0,18824.95
2024-03-10,S12,0,18394.93
2024-03-17,S12,0,17118.28
2024-03-24,S12,0,17498.35
2024-03-31,S12,1,19402.22
2024-04-07,S12,1,21503.09
2024-04-14,S12,0,17513.42
2024-04-21,S12,1,18783.42
2024-04-28,S12,0,15164.01
2024-05-05,S12,1,22973.57
2024-05-12,S12,0,18086.19
2024-05-19,S12,0,18384.23
2024-05-26,S12,1,21261.39
2024-06-02,S12,1,22567.93
2024-06-09,S12,0,14508.32
2024-06-16,S12,1,20814.73
2024-06-23,S12,1,20514.71
2024-06-30,S12,1,23576.49
2024-07-07,S12,0,17788.37
2024-07-14,S12,1,24652.61
2024-07-21,S12,0,20797.73
2024-07-28,S12,0,19433.31
2024-08-04,S12,1,25566.99
2024-08-11,S12,1,25697.62
2024-08-18,S12,0,20871.03
2024-08-25,S12,1,21519.21
2024-09-01,S12,1,23769.41
2024-09-08,S12,0,18841.2
2024-09-15,S12,1,24402.26
2024-09-22,S12,1,22454.64
2024-09-29,S12,0,21432.2
2024-10-06,S12,0,20371.57
2024-10-13,S12,1,24961.78
2024-10-20,S12,1,22786.98
2024-10-27,S12,0,18417.09
2024-11-03,S12,1,21089.5
2024-11-10,S12,1,22049.84
2024-11-17,S12,1,22085.04
2024-11-24,S12,0,20895.87
2024-12-01,S12,0,15466.21
2024-12-08,S12,0,15297.73
2024-12-15,S12,0,17107.28
2024-12-22,S12,1,21447.5
2024-12-29,S12,1,21368.61
2025-01-05,S12,0,16931.0
2025-01-12,S12,0,16666.79
2025-01-19,S12,1,18623.87
2025-01-26,S12,1,20473.15
2025-02-02,S12,1,21824.39
2025-02-09,S12,0,16554.61
2025-02-16,S12,0,18083.91
2025-02-23,S12,0,17974.86
2025-03-02,S12,0,17781.46
2025-03-09,S12,1,23167.99
2025-03-16,S12,0,22207.61
2025-03-23,S12,0,21015.94
2025-03-30,S12,0,21409.69
2025-04-06,S12,0,19133.04
2025-04-13,S12,0,19159.04
2023-01-01,S13,0,14754.66
2023-01-08,S13,1,17770.62
2023-01-15,S13,1,21057.19
2023-01-22,S13,0,13937.03
2023-01-29,S13,0,13382.46
2023-02-05,S13,0,14581.33
2023-02-12,S13,1,19545.71
2023-02-19,S13,0,14506.59
2023-02-26,S13,0,14204.69
2023-03-05,S13,0,17480.61
2023-03-12,S13,1,22028.45
2023-03-19,S13,1,18222.49
2023-03-26,S13,1,17204.18
2023-04-02,S13,1,18472.35
2023-04-09,S13,0,16462.43
2023-04-16,S13,1,20042.06
2023-04-23,S13,0,13969.91
2023-04-30,S13,1,19424.09
2023-05-07,S13,0,14114.93
2023-05-14,S13,0,13206.67
2023-05-21,S13,0,16551.92
2023-05-28,S13,0,14079.13
2023-06-04,S13,1,15923.66
2023-06-11,S13,1,19712.79
2023-06-18,S13,1,14724.38
2023-06-25,S13,0,12199.66
2023-07-02,S13,0,12680.36
2023-07-09,S13,0,11312.68
2023-07-16,S13,1,17499.81
2023-07-23,S13,0,10363.75
2023-07-30,S13,0,11677.0
2023-08-06,S13,1,14867.23
2023-08-13,S13,1,17195.49
2023-08-20,S13,0,14324.99
2023-08-27,S13,1,15733.72
2023-09-03,S13,0,11272.36
2023-09-10,S13,1,17497.33
2023-09-17,S13,0,16016.07
2023-09-24,S13,0,14207.17
2023-10-01,S13,1,18004.89
2023-10-08,S13,0,12862.56
2023-10-15,S13,0,16469.29
2023-10-22,S13,1,17045.6
2023-10-29,S13,1,15738.58
2023-11-05,S13,0,18226.15
2023-11-12,S13,1,21707.61
2023-11-19,S13,1,22227.61
2023-11-26,S13,1,19254.75
2023-12-03,S13,0,15621.45
2023-12-10,S13,1,18450.71
2023-12-17,S13,1,16003.38
2023-12-24,S13,0,17847.2
2023-12-31,S13,1,18246.25
2024-01-07,S13,0,14472.26
2024-01-14,S13,0,13373.86
2024-01-21,S13,1,17523.55
2024-01-28,S13,0,17642.89
2024-02-04,S13,1,14677.98
2024-02-11,S13,1,15288.97
2024-02-18,S13,0,15007.52
2024-02-25,S13,1,15276.69
2024-03-03,S13,0,13077.08
2024-03-10,S13,0,15163.72
2024-03-17,S13,1,16380.63
2024-03-24,S13,1,11426.42
2024-03-31,S13,1,15245.66
2024-04-07,S13,1,17308.8
2024-04-14,S13,1,12578.15
2024-04-21,S13,0,10630.3
2024-04-28,S13,0,15135.33
2024-05-05,S13,0,11601.6
2024-05-12,S13,0,13032.56
2024-05-19,S13,0,11619.0
2024-05-26,S13,0,13595.96
2024-06-02,S13,0,10945.74
2024-06-09,S13,0,13615.21
2024-06-16,S13,1,15342.66
2024-06-23,S13,1,18190.96
2024-06-30,S13,0,17731.49
2024-07-07,S13,1,18104.15
2024-07-14,S13,1,19989.93
2024-07-21,S13,1,16937.63
2024-07-28,S13,1,19900.78
2024-08-04,S13,0,15896.65
2024-08-11,S13,1,19092.43
2024-08-18,S13,1,20591.32
2024-08-25,S13,1,18158.2
2024-09-01,S13,0,16394.42
2024-09-08,S13,1,17798.65
2024-09-15,S13,0,16071.95
2024-09-22,S13,1,18525.65
2024-09-29,S13,1,15904.09
2024-10-06,S13,1,16889.91
2024-10-13,S13,0,16271.63
2024-10-20,S13,0,13463.9
2024-10-27,S13,1,18889.18
2024-11-03,S13,0,14056.78
2024-11-10,S13,1,17575.74
2024-11-17,S13,0,13136.24
2024-11-24,S13,0,11903.58
2024-12-01,S13,1,14642.57
2024-12-08,S13,0,14742.46
2024-12-15,S13,0,12427.55
2024-12-22,S13,1,16470.23
2024-12-29,S13,0,11875.7
2025-01-05,S13,1,15323.3
2025-01-12,S13,1,14473.9
2025-01-19,S13,1,15429.98
2025-01-26,S13,1,17114.49
2025-02-02,S13,1,15907.74
2025-02-09,S13,0,13097.58
2025-02-16,S13,1,16278.1
2025-02-23,S13,0,11980.88
2025-03-02,S13,0,12732.05
2025-03-09,S13,1,19323.08
2025-03-16,S13,0,14893.54
2025-03-23,S13,0,17089.64
2025-03-30,S13,1,20857.43
2025-04-06,S13,1,17498.29
2025-04-13,S13,1,18241.9
2023-01-01,S14,0,13835.25
2023-01-08,S14,0,15646.0
2023-01-15,S14,0,14033.9
2023-01-22,S14,1,18524.7
2023-01-29,S14,0,13733.0
2023-02-05,S14,0,15735.56
2023-02-12,S14,1,17444.26
2023-02-19,S14,1,18230.93
2023-02-26,S14,1,18697.53
2023-03-05,S14,1,18259.05
2023-03-12,S14,1,17507.06
2023-03-19,S14,0,16811.36
2023-03-26,S14,0,15936.48
2023-04-02,S14,0,15588.04
2023-04-09,S14,1,15640.16
2023-04-16,S14,0,16238.86
2023-04-23,S14,1,17967.22
2023-04-30,S14,1,17664.8
2023-05-07,S14,1,19986.93
2023-05-14,S14,0,15649.0
2023-05-21,S14,1,17700.65
2023-05-28,S14,0,17393.02
2023-06-04,S14,1,14502.23
2023-06-11,S14,1,16383.68
2023-06-18,S14,0,14572.29
2023-06-25,S14,1,14093.36
2023-07-02,S14,0,11091.99
2023-07-09,S14,1,14461.96
2023-07-16,S14,1,15393.97
2023-07-23,S14,0,11412.5
2023-07-30,S14,1,12511.29
2023-08-06,S14,1,13562.61
2023-08-13,S14,1,17080.38
2023-08-20,S14,1,14985.08
2023-08-27,S14,0,12004.04
2023-09-03,S14,1,16010.01
2023-09-10,S14,0,15164.0
2023-09-17,S14,1,20150.44
2023-09-24,S14,1,16817.7
2023-10-01,S14,1,19564.1
2023-10-08,S14,1,18835.02
2023-10-15,S14,1,20114.52
2023-10-22,S14,0,15995.2
2023-10-29,S14,0,16607.99
2023-11-05,S14,0,18894.32
2023-11-12,S14,0,16019.74
2023-11-19,S14,0,14821.73
2023-11-26,S14,0,17701.71
2023-12-03,S14,0,15836.54
2023-12-10,S14,1,19293.75
2023-12-17,S14,0,16431.01
2023-12-24,S14,1,22680.43
2023-12-31,S14,0,14958.68
2024-01-07,S14,0,16874.81
2024-01-14,S14,1,20219.93
2024-01-21,S14,0,14994.23
2024-01-28,S14,1,14743.74
2024-02-04,S14,0,11656.78
2024-02-11,S14,0,14326.62
2024-02-18,S14,1,14398.75
2024-02-25,S14,0,13194.02
2024-03-03,S14,1,15519.05
2024-03-10,S14,0,13592.84
2024-03-17,S14,0,11270.55
2024-03-24,S14,1,17126.42
2024-03-31,S14,1,15794.89
2024-04-07,S14,0,13198.86
2024-04-14,S14,0,12279.29
2024-04-21,S14,0,11124.42
2024-04-28,S14,0,15591.38
2024-05-05,S14,1,18004.43
2024-05-12,S14,1,15615.13
2024-05-19,S14,0,14264.88
2024-05-26,S14,1,18178.68
2024-06-02,S14,1,18388.27
2024-06-09,S14,0,16873.71
2024-06-16,S14,0,14489.0
2024-06-23,S14,0,13979.13
2024-06-30,S14,0,17644.16
2024-07-07,S14,0,13860.11
2024-07-14,S14,1,21040.94
2024-07-21,S14,0,16781.08
2024-07-28,S14,0,15343.71
